157.400000,1,1.78392,-4.39789,1.60767,-4.60268,2.76191,1.17226
273.030000,2,1.65138,-12.7654,2.12157,-14.2704,7.77062,5.84609
277.270000,3,1.60714,-12.7816,2.1352,-14.7917,8.6571,6.82465
323.310000,4,2.18543,-13.0082,0.958805,-13.3892,2.55692,1.64292
323.350000,5,2.00637,-13.0082,0.958805,-13.4147,2.16634,1.27412
328.210000,6,1.54506,-13.0134,2.24199,-13.6025,2.55315,0.666188
328.360000,8,2.25714,-13.0134,2.24199,-13.2022,3.46229,1.23481
348.440000,9,1.91304,-10.2438,2.13002,-10.6526,1.37586,0.857863
404.800000,10,1.62651,-4.09952,1.62206,-5.68653,-3.10972,4.99082
405.180000,11,1.50943,-4.09952,1.62206,-8.26537,-7.04801,9.61895
457.910000,13,2.79817,-1.28003,-2.80763,-1.91482,-3.03407,0.673971
457.950000,14,1.51899,-1.28003,-2.80763,-1.92035,-2.76475,0.64176
464.410000,16,1.83594,-1.27899,-1.13357,-1.8877,-0.331484,1.00691
481.220000,17,2.39362,-1.92635,2.21421,-2.42709,1.81853,0.638202
492.240000,18,1.61538,-4.62427,1.44648,-5.60247,1.25074,0.997585
518.520000,19,1.62791,-1.483,1.47578,-2.1133,1.08513,0.741537
556.600000,20,1.78988,-4.41438,1.66182,-5.48489,1.23399,1.15284
563.690000,21,1.5748,-4.44701,1.65416,-6.35659,1.32876,1.93711
595.900000,23,1.59696,-4.2866,1.46762,-4.35361,2.16185,0.697456
595.940000,25,1.69565,-4.2866,1.46762,-8.98842,-8.12396,10.682
595.980000,26,1.62162,-4.2866,1.46762,-3.98719,1.08703,0.484246
604.290000,27,1.58621,-5.04265,1.67552,-6.35659,1.32876,1.35893
610.430000,29,1.70673,-6.57522,1.45383,-5.48489,1.23399,1.11227
610.470000,30,2.44332,-6.57522,1.45383,-6.35659,1.32876,0.251875
617.140000,31,2.09302,-7.37656,1.51273,-8.1123,4.7326,3.30286
617.190000,32,2.39286,-7.37656,1.51273,-7.63432,1.15141,0.443833
689.360000,33,1.71687,-8.66128,2.06499,-9.17519,2.64536,0.7752
761.650000,34,1.6,-4.96369,1.64197,-9.6213,-7.93609,10.6505
788.430000,35,1.68421,-8.49246,1.80018,-9.36425,-2.10648,4.00275
