result_index,erase_time,x,y,tx,ty,r,error_to_accepted
10,835.530000,11.6156,3.63056,-6.53583,8.13918,-1.18972,7.24351
16,835.530000,8.76877,5.11863,-5.98213,9.32786,-1.24203,6.83786
