0,176.910000,/tb3_0,/tb3_2,11.0887,1.82906,-2.98341,0.347366,-0.842695,1.41935,3.11899,0.0576948
1,182.670000,/tb3_0,/tb3_2,11.6993,0.681626,-6.84916,1.48418,-0.644021,1.13772,1.58361,0.140979
2,187.850000,/tb3_0,/tb3_2,11.139,-2.04681,-3.56856,5.11232,-0.831368,1.07955,4.17975,0.0463682
3,187.910000,/tb3_0,/tb3_2,10.0385,1.60769,-6.18758,0.904181,-0.718919,1.2,0.410774,0.0660813
4,197.360000,/tb3_0,/tb3_2,10.0258,1.75883,-6.15422,0.980286,-0.741853,1.15183,0.26978,0.0431473
5,197.730000,/tb3_0,/tb3_2,4.95352,-0.82963,-5.14446,2.44182,-0.915031,1.04046,0.252089,0.130031
6,202.310000,/tb3_0,/tb3_2,9.44403,2.06932,-7.66524,4.28963,-0.842558,1.01064,3.16504,0.0575578
7,242.640000,/tb3_0,/tb3_2,4.37465,1.62929,-5.61346,2.14333,-0.777018,1.2844,1.09172,0.00798236
8,242.670000,/tb3_0,/tb3_2,4.58627,1.92068,-5.64057,2.75373,-0.927157,1.10169,0.903851,0.142157
9,247.550000,/tb3_0,/tb3_2,2.45121,2.30331,-4.03646,0.672898,-1.17297,1.25,2.59144,0.387968
10,247.560000,/tb3_0,/tb3_2,4.45462,1.89572,-5.07743,1.85734,-0.95755,1.30769,0.715479,0.17255
11,252.560000,/tb3_0,/tb3_2,5.6818,0.578266,-5.28781,1.9033,-0.696192,1.30682,1.58775,0.0888085
