179.890000,2,1.34043,-8.41326,2.84032,-13.1874,12.8111,11.0548
214.900000,7,1.30282,-11.3113,3.45929,-10.8453,1.9015,1.62598
476.050000,11,1.39276,-1.05778,2.34505,-2.6403,-3.8912,6.43391
490.050000,14,1.31265,-0.894933,2.01478,-1.26812,-0.607013,2.64822
505.160000,18,1.31673,-3.22491,3.04683,-3.54677,3.33752,0.433694
510.800000,20,1.31886,-2.96471,3.01829,-3.55183,3.34604,0.672403
555.220000,23,1.35647,-2.43257,2.21703,-2.80016,-0.605781,2.84664
576.530000,29,1.38298,-3.28624,3.06157,-3.74719,0.969135,2.14261
660.100000,43,1.3783,-1.78006,3.06439,-2.76457,-0.709817,3.9005
668.760000,49,1.3834,-1.82948,3.2149,-2.65392,6.71193,3.59289
674.150000,52,1.32039,-1.83601,3.13775,-2.41547,0.21976,2.97497
842.900000,60,1.35135,-13.094,1.06632,-13.8807,3.34034,2.40629
921.330000,64,1.31068,-12.9781,1.55644,-13.3637,2.619,1.13037
990.420000,66,1.31507,-12.1699,3.69831,-11.8908,5.5377,1.86045
1099.420000,70,1.33208,-8.0382,1.62844,-8.78122,-1.49634,3.21191
1100.290000,72,1.31148,-8.0382,1.62844,-11.1361,-5.94187,8.17966
1108.230000,78,1.35647,-8.74173,1.97475,-8.4457,1.48072,0.575933
1114.620000,80,1.3764,-8.64581,1.76118,-9.59533,4.44691,2.84864
1126.470000,85,1.35204,-7.90701,1.77468,-9.50672,2.30182,1.68432
1174.690000,90,1.32212,-9.72217,1.85236,-4.36173,6.4792,7.08109
