190.410000,1,1.84154,-8.45262,2.80735,-9.60884,6.35649,3.73273
240.330000,2,2.07595,-11.0331,4.47506,-11.3357,2.11991,2.37452
300.040000,3,1.97861,-4.57999,1.44742,-5.70871,-1.04548,2.73653
476.100000,4,1.70124,-1.05778,2.34505,-2.04112,-2.23441,4.68385
505.100000,6,1.97556,-3.22491,3.04683,-3.58892,1.23913,1.84399
555.170000,7,2.00675,-2.43257,2.21703,-2.94879,-0.56407,2.8286
556.090000,8,1.82979,-2.43257,2.21703,-3.09073,-0.0748068,2.38447
581.640000,9,1.73038,-3.28658,3.05815,-3.75639,0.918057,2.19105
587.860000,11,1.70259,-3.28925,3.04914,-3.71762,1.03757,2.05667
660.280000,13,1.93617,-1.78006,3.06439,-2.19183,4.19688,1.20504
668.530000,14,1.84211,-1.82948,3.2149,-2.21743,1.23297,2.01955
674.260000,15,1.82519,-1.83601,3.13775,-2.16144,2.52291,0.695653
719.080000,16,2.05056,-4.62543,1.47796,-5.49112,-1.14944,2.76635
1100.990000,17,1.80723,-8.0382,1.62844,-8.50299,1.75598,0.481972
1115.380000,18,2.37241,-8.64581,1.76118,-9.15221,0.984272,0.927381
1134.040000,19,2.50533,-9.25759,2.04628,-9.76907,1.30759,0.898488
1208.680000,20,2.16169,-6.47196,1.64252,-6.42312,1.00429,0.640091
1208.710000,21,2.39884,-6.47196,1.64252,-7.52793,1.16792,1.15773
1208.750000,22,1.95572,-6.47196,1.64252,-7.94697,1.2243,1.53316
1208.810000,23,2.07254,-6.47196,1.64252,-5.2309,0.883782,1.45461
1209.310000,24,2.25931,-6.47196,1.64252,-6.5923,1.0502,0.604421
1246.500000,25,1.77606,-2.61139,2.61276,-3.07763,3.02582,0.622892
1246.860000,27,1.73913,-2.61139,2.61276,-3.12866,3.16612,0.757487
1246.920000,29,1.77273,-2.61139,2.61276,-3.10829,2.69176,0.503142
1246.960000,31,1.90231,-2.61139,2.61276,-3.10488,3.01689,0.637845
1247.100000,32,2.12625,-2.61139,2.61276,-3.35639,-0.699818,3.39532
