0,75.990000,/tb3_1,/tb3_2,-1.7681,2.13073,1.04656,-9.05548,-1.12818,1.35048,1.89914,0.343183
1,81.020000,/tb3_1,/tb3_2,-3.06257,2.08943,7.01117,-5.4001,-0.0472367,1.09215,2.09552,0.737763
2,81.100000,/tb3_1,/tb3_2,-3.06257,2.08943,3.93888,-7.96691,-0.896506,2.04604,0.956791,0.111506
3,86.050000,/tb3_1,/tb3_2,-4.1113,1.55618,0.885675,-8.20354,-1.25017,1.35762,1.20709,0.465172
4,86.070000,/tb3_1,/tb3_2,-4.1113,1.55618,1.75197,-7.3752,-0.922123,1.59696,2.06364,0.137123
5,91.160000,/tb3_1,/tb3_2,-5.46585,1.46469,3.44479,-8.94612,-0.875278,1.60535,0.162944,0.0902779
6,91.190000,/tb3_1,/tb3_2,-5.46585,1.46469,4.41387,-7.25364,-0.547229,1.2938,0.721482,0.237771
7,91.230000,/tb3_1,/tb3_2,-5.46585,1.46469,2.6036,-7.22574,-0.773436,1.95783,1.83969,0.0115643
8,95.830000,/tb3_1,/tb3_2,-5.79721,6.51725,1.6198,-9.0907,-0.431593,1.07692,5.23142,0.353407
9,96.180000,/tb3_1,/tb3_2,-6.32946,1.43563,3.6153,-9.78027,-0.94423,1.24402,1.01601,0.15923
10,96.210000,/tb3_1,/tb3_2,-6.32946,1.43563,4.84405,-7.98837,-0.616181,1.10465,0.226175,0.168819
11,96.240000,/tb3_1,/tb3_2,-6.32946,1.43563,2.85803,-8.03823,-0.842388,1.64706,0.98547,0.0573877
12,165.860000,/tb3_1,/tb3_2,-3.68371,8.7231,-3.01966,-8.42886,-0.827257,1.88,6.39743,0.0422566
13,165.910000,/tb3_1,/tb3_2,-6.95042,6.6899,0.885526,-9.45962,-0.806796,1.01983,2.76804,0.0217957
14,175.830000,/tb3_1,/tb3_2,1.88157,-0.227791,0.997722,-6.99464,-1.69417,1.45329,4.85642,0.909172
15,176.610000,/tb3_1,/tb3_2,-12.8446,2.56308,5.2822,-9.42804,-0.609039,1.14286,2.22935,0.175961
16,180.760000,/tb3_1,/tb3_2,-4.1113,1.55618,0.289287,-7.35106,-1.14914,1.37363,2.54733,0.364138
17,180.790000,/tb3_1,/tb3_2,2.09059,-2.09983,2.91025,-7.83173,-0.774244,2.1608,1.18973,0.0107558
18,180.820000,/tb3_1,/tb3_2,-6.32946,1.43563,3.16402,-8.64443,-0.843196,1.64179,0.326405,0.0581963
19,185.780000,/tb3_1,/tb3_2,3.75922,-0.81718,1.00372,-8.15906,-1.15551,1.55642,1.4615,0.370513
20,185.830000,/tb3_1,/tb3_2,3.1989,-2.13695,3.62156,-8.65644,-0.780619,2.23101,0.145413,0.00438055
21,185.860000,/tb3_1,/tb3_2,3.33852,-1.91148,3.87015,-9.47074,-0.849572,1.85759,0.775356,0.0645715
22,190.730000,/tb3_1,/tb3_2,4.32622,-2.26376,3.7569,-8.46577,-0.728006,1.98547,0.227764,0.0569938
23,190.750000,/tb3_1,/tb3_2,3.19681,-3.69068,6.34535,-7.83302,-0.353113,1.07143,1.14722,0.431887
24,195.790000,/tb3_1,/tb3_2,-3.36796,2.49263,3.00673,-9.24713,-0.891325,1.62857,0.623638,0.106325
25,195.860000,/tb3_1,/tb3_2,-2.87277,2.18915,3.01328,-8.66799,-0.868704,2.67221,0.430943,0.0837042
26,200.770000,/tb3_1,/tb3_2,-0.482982,2.77378,1.83422,-8.13179,-0.927286,1.30682,1.62308,0.142286
27,215.640000,/tb3_1,/tb3_2,0.198918,2.57118,3.52932,-6.98729,2.36409,1.05058,4.45735,3.1341
28,215.900000,/tb3_1,/tb3_2,-14.1327,-2.07861,-9.46732,-17.7314,-2.60139,1.11607,12.6329,1.81639
29,220.640000,/tb3_1,/tb3_2,1.74612,4.32964,4.85919,-6.66911,2.52168,1.01322,7.49633,2.97651
30,220.740000,/tb3_1,/tb3_2,-0.35224,4.09302,3.51508,-5.99185,2.37283,1.13971,6.58271,3.12536
31,255.930000,/tb3_1,/tb3_2,-12.6501,0.428118,-9.51237,-14.4755,-2.6254,1.06145,11.3181,1.8404
32,355.650000,/tb3_1,/tb3_2,-7.64463,5.13477,2.14097,-6.77278,2.37127,1.00917,3.32915,3.12691
33,410.620000,/tb3_1,/tb3_2,-5.8865,-2.09853,-1.42212,-3.72124,1.79091,1.11628,4.86982,2.57591
34,436.660000,/tb3_1,/tb3_2,0.877877,2.40644,3.89417,-7.38607,2.60603,1.05932,4.39621,2.89216
35,443.630000,/tb3_1,/tb3_2,-1.86294,2.29534,-2.69645,-10.2739,-0.885035,1.08173,6.37033,0.100035
36,458.140000,/tb3_1,/tb3_2,0.157788,2.91887,5.37225,-5.21393,-0.909353,1.06329,3.66004,0.124353
37,465.760000,/tb3_1,/tb3_2,-1.39024,2.72303,-0.871979,-7.74363,-2.46958,1.08247,4.28325,1.68458
38,470.800000,/tb3_1,/tb3_2,-7.52889,5.30175,5.5634,-6.61684,2.39358,1.01523,6.14832,3.10461
39,490.820000,/tb3_1,/tb3_2,-1.30058,-1.86933,3.76768,-8.31301,-0.756072,1.75472,0.279742,0.0289276
40,490.850000,/tb3_1,/tb3_2,-1.30058,-1.86933,-0.503824,-8.44523,-0.712984,1.16505,4.2142,0.0720161
41,490.880000,/tb3_1,/tb3_2,-1.30058,-1.86933,1.92966,-8.11077,-0.394474,1.32979,1.5188,0.390526
42,490.920000,/tb3_1,/tb3_2,-1.30058,-1.86933,3.80254,-7.63918,-0.376494,1.19522,0.432401,0.408506
43,490.960000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.78004,-8.05582,-0.760634,1.06101,1.17908,0.0243664
44,491.130000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.67082,-8.3358,-0.756804,1.20853,0.972571,0.0281958
45,491.180000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.57329,-8.41763,-0.767544,1.1435,0.859018,0.0174563
46,491.230000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.56246,-8.43266,-0.769098,1.21495,0.845189,0.0159022
47,491.270000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.53256,-8.45568,-0.772545,1.28878,0.811221,0.0124548
48,491.310000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.26149,-8.65411,-0.802118,1.16114,0.511551,0.0171177
49,491.360000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.72885,-8.30117,-0.750152,1.23318,1.03682,0.0348475
50,491.410000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.34968,-8.58499,-0.792733,1.24688,0.608064,0.00773342
51,491.450000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.56384,-8.42817,-0.767967,1.2761,0.84745,0.0170334
52,491.490000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.32786,-8.59776,-0.796041,1.25561,0.584457,0.0110412
53,491.540000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.66109,-8.35546,-0.758369,1.08959,0.95831,0.0266311
54,491.590000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.27753,-8.6363,-0.799989,1.18644,0.529458,0.0149887
55,491.630000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.6671,-8.26131,-0.755993,1.06952,0.991049,0.0290066
56,491.670000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.4284,-8.54459,-0.785493,1.08352,0.692374,0.000493035
57,491.720000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.61135,-8.38474,-0.762214,1.25908,0.903288,0.0227863
58,491.760000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.4506,-8.52098,-0.780751,1.34904,0.718342,0.00424866
59,491.800000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.40888,-8.54305,-0.785648,1.31765,0.673373,0.000648415
60,491.850000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.37791,-8.55845,-0.789009,1.24424,0.640206,0.00400875
61,491.890000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.49078,-8.48073,-0.776675,1.28668,0.765347,0.00832491
62,491.930000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.27829,-8.65376,-0.801,1.36891,0.528558,0.0159996
63,491.980000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.34949,-8.57758,-0.79237,1.20853,0.609006,0.00736979
64,492.020000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.50193,-8.46981,-0.775238,1.26728,0.778444,0.00976162
65,492.060000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.656,-8.35856,-0.758251,1.26492,0.952596,0.0267489
66,492.100000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.60675,-8.38352,-0.763548,1.17381,0.899279,0.0214524
67,492.140000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.56159,-8.43257,-0.769128,1.21519,0.844363,0.0158715
68,492.190000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.53699,-8.44631,-0.771581,1.06635,0.817499,0.013419
69,492.230000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.45788,-8.52787,-0.781306,1.05991,0.724342,0.00369376
70,492.270000,/tb3_1,/tb3_2,-1.30058,-1.86933,4.50677,-8.45769,-0.772843,1.2285,0.785611,0.0121575
