75.960000,1,1.35048,-1.7681,2.13073,-2.57385,0.410992,1.89914
81.050000,3,2.04604,-3.06257,2.08943,-3.1603,3.04121,0.956791
86.030000,4,1.35762,-4.1113,1.55618,-5.31818,1.53356,1.20709
86.060000,6,1.59696,-4.1113,1.55618,-6.17447,1.60035,2.06364
91.140000,7,1.60535,-5.46585,1.46469,-5.31818,1.53356,0.162944
91.210000,8,1.95783,-5.46585,1.46469,-7.30012,1.60585,1.83969
96.220000,9,1.64706,-6.32946,1.43563,-7.30012,1.60585,0.98547
490.800000,10,1.75472,-1.30058,-1.86933,-1.47169,-1.64803,0.279742
490.860000,11,1.32979,-1.30058,-1.86933,-2.15992,-3.12164,1.5188
491.730000,13,1.34904,-1.30058,-1.86933,-0.888262,-1.28111,0.718342
491.770000,15,1.31765,-1.30058,-1.86933,-0.911342,-1.31986,0.673373
491.910000,17,1.36891,-1.30058,-1.86933,-0.953995,-1.47027,0.528558
518.710000,19,1.8,-0.661181,0.629529,-0.736993,-0.0760303,0.709621
540.000000,20,1.43478,-1.08714,1.27203,-2.98355,-2.45029,4.17756
1434.580000,21,1.33028,-4.524,2.56536,0.30709,1.38132,4.97407
