result_index,generate_time,from_robot,to_robot,x,y,tx,ty,r,match_score,t_error,r_error
219,700.020000,/tb3_0,/tb3_1,7.4077,1.0502,-15.8001,1.39598,0.0489465,1.1041,2.55898,0.0489465
220,700.060000,/tb3_0,/tb3_1,7.4077,1.0502,-14.4373,-0.77322,0.369332,1.47773,2.25409,0.369332
221,704.470000,/tb3_0,/tb3_1,9.86175,9.77732,-10.7924,-7.37443,0.0850479,1.18812,6.97667,0.0850479
222,704.810000,/tb3_0,/tb3_1,10.6251,7.83547,-9.62147,-7.4278,0.300976,1.02857,4.89174,0.300976
223,704.880000,/tb3_0,/tb3_1,10.375,8.42303,-9.78438,-7.50868,0.248238,1.0951,5.52874,0.248238
224,704.930000,/tb3_0,/tb3_1,11.4619,4.29704,-10.4483,-5.4545,0.427198,1.18252,1.31963,0.427198
225,705.010000,/tb3_0,/tb3_1,8.463,11.8496,-11.7043,-7.46614,-0.128095,1.52753,9.41875,0.128095
226,707.030000,/tb3_0,/tb3_1,5.5543,1.48072,-12.3986,3.72374,0.174799,1.2931,4.83402,0.174799
227,707.070000,/tb3_0,/tb3_1,5.5543,1.48072,-11.6338,4.4386,0.261251,1.23711,6.09343,0.261251
228,707.250000,/tb3_0,/tb3_1,5.5543,1.48072,-12.4961,3.31599,0.196414,1.04603,4.50973,0.196414
229,711.010000,/tb3_0,/tb3_1,4.73771,1.90791,-13.0234,3.53754,0.0378545,2.3375,3.82316,0.0378545
230,711.050000,/tb3_0,/tb3_1,4.73771,1.90791,-12.3306,-5.57976,0.0885677,1.81172,5.37649,0.0885677
231,711.090000,/tb3_0,/tb3_1,4.73771,1.90791,-12.4551,-4.9936,0.189792,1.53082,4.27788,0.189792
232,711.130000,/tb3_0,/tb3_1,4.73771,1.90791,-13.3838,0.519568,0.132108,1.59555,1.17256,0.132108
233,711.180000,/tb3_0,/tb3_1,4.73771,1.90791,-13.0921,-2.09675,0.166409,2.3201,1.43817,0.166409
234,711.320000,/tb3_0,/tb3_1,4.73771,1.90791,-12.5863,-5.03472,0.0575656,1.02326,4.93842,0.0575656
235,719.090000,/tb3_0,/tb3_1,8.50888,-1.14944,-13.208,1.72821,0.105125,2.05056,2.76635,0.105125
236,727.510000,/tb3_0,/tb3_1,5.76134,1.20346,-5.68125,11.8713,0.105818,1.22677,14.9048,0.105818
237,747.600000,/tb3_0,/tb3_1,5.47279,1.66315,-12.4716,3.59219,0.18416,1.33106,4.7043,0.18416
238,747.660000,/tb3_0,/tb3_1,5.47279,1.66315,-11.1919,-0.853531,0.636874,1.23167,2.2051,0.636874
239,760.920000,/tb3_0,/tb3_1,-3.60447,25.5159,12.5359,-8.03313,0.934701,1.133,22.5642,0.934701
240,760.970000,/tb3_0,/tb3_1,3.5098,22.2052,2.74265,-14.2046,0.766495,1.11455,17.9835,0.766495
241,761.020000,/tb3_0,/tb3_1,6.60091,-11.5959,-16.124,-7.69615,2.15828,1.24204,16.0553,2.15828
242,761.070000,/tb3_0,/tb3_1,8.39311,16.368,-1.18911,-11.8495,0.981455,1.18156,12.9581,0.981455
243,768.460000,/tb3_0,/tb3_1,9.60603,6.29573,-1.20967,10.4581,-3.04399,1.19701,6.515,3.04399
244,778.660000,/tb3_0,/tb3_1,3.47758,4.98218,-13.3991,-2.29202,0.0854895,1.16564,2.01985,0.0854895
245,778.680000,/tb3_0,/tb3_1,3.47758,4.98218,-13.0929,1.39707,0.138235,1.18393,1.83831,0.138235
246,778.730000,/tb3_0,/tb3_1,3.47758,4.98218,-13.4038,0.161068,0.110872,1.85328,0.515792,0.110872
247,779.520000,/tb3_0,/tb3_1,3.47758,4.98218,-13.0564,-3.56635,0.0794637,1.04317,3.34937,0.0794637
248,785.180000,/tb3_0,/tb3_1,2.65474,3.39567,-13.41,0.643683,0.083905,1.05572,0.904074,0.083905
249,790.830000,/tb3_0,/tb3_1,-5.92458,-5.36848,-11.8349,12.1909,0.954312,1.01351,13.2052,0.954312
250,801.780000,/tb3_0,/tb3_1,1.53975,9.6408,-10.716,-5.49636,0.196291,1.19617,5.55388,0.196291
251,802.360000,/tb3_0,/tb3_1,-0.343724,13.0499,-6.98848,-8.13505,0.29295,1.08374,9.3745,0.29295
252,822.710000,/tb3_0,/tb3_1,2.98747,6.16526,-13.1418,3.07158,0.0803521,1.18156,3.31043,0.0803521
253,827.270000,/tb3_0,/tb3_1,2.99699,6.16836,-12.8343,0.360362,0.180693,1.1326,0.798574,0.180693
254,830.480000,/tb3_0,/tb3_1,8.65119,-7.90492,-22.8625,10.689,0.14109,1.00671,14.319,0.14109
255,832.460000,/tb3_0,/tb3_1,2.98137,6.17855,-13.0296,0.0325762,0.154919,1.52738,0.419024,0.154919
256,832.490000,/tb3_0,/tb3_1,2.98137,6.17855,-12.0356,4.93426,0.14968,1.08173,5.40492,0.14968
257,833.270000,/tb3_0,/tb3_1,2.98137,6.17855,-6.17117,11.6651,0.174386,1.04046,13.8268,0.174386
258,835.540000,/tb3_0,/tb3_1,0.281671,-0.100213,-13.3031,2.89324,0.0690107,1.2,2.99657,0.0690107
259,837.980000,/tb3_0,/tb3_1,2.98016,6.18514,-13.2698,-0.325132,0.119563,1.57143,0.0319989,0.119563
260,838.000000,/tb3_0,/tb3_1,2.98016,6.18514,-12.426,3.945,0.146313,1.00467,4.36068,0.146313
261,838.770000,/tb3_0,/tb3_1,2.98016,6.18514,-6.70357,-4.10562,1.18581,1.03774,5.21438,1.18581
262,842.890000,/tb3_0,/tb3_1,0.159256,4.11463,-13.0744,-3.05134,0.0434373,1.2406,3.13845,0.0434373
263,842.930000,/tb3_0,/tb3_1,0.11925,3.34034,-12.9597,-2.27345,0.0758546,1.35135,2.40629,0.0758546
264,842.960000,/tb3_0,/tb3_1,-0.660012,6.54914,-11.523,-5.32577,0.140552,1.46444,5.70209,0.140552
265,844.980000,/tb3_0,/tb3_1,2.95892,6.19972,-13.2096,-2.9562,0.102724,1.03846,2.68907,0.102724
266,845.010000,/tb3_0,/tb3_1,2.95892,6.19972,-12.7905,0.0569803,0.194592,1.3649,0.514115,0.194592
267,845.030000,/tb3_0,/tb3_1,2.95892,6.19972,-13.0858,-0.87567,0.15187,1.2628,0.502719,0.15187
268,845.570000,/tb3_0,/tb3_1,2.95892,6.19972,-7.26867,-4.27253,0.985286,1.32948,4.58639,0.985286
269,850.220000,/tb3_0,/tb3_1,2.95206,6.20055,-12.4309,-4.71254,0.153495,1.34783,4.37359,0.153495
270,850.250000,/tb3_0,/tb3_1,2.95206,6.20055,-13.1004,0.341905,0.144583,1.25828,0.70297,0.144583
271,850.790000,/tb3_0,/tb3_1,2.95206,6.20055,-9.81967,7.99107,0.201144,1.29412,8.93349,0.201144
272,855.190000,/tb3_0,/tb3_1,2.9433,6.20354,-11.6912,-4.20667,0.276822,1.07296,3.67282,0.276822
273,855.680000,/tb3_0,/tb3_1,2.9433,6.20354,-9.88983,8.29757,0.165467,1.44509,9.2163,0.165467
274,859.130000,/tb3_0,/tb3_1,2.96967,6.19816,-12.5664,-1.89265,0.217524,1.00372,1.39806,0.217524
275,859.700000,/tb3_0,/tb3_1,2.96967,6.19816,-3.42769,-9.07446,1.25948,1.41935,10.8658,1.25948
276,863.550000,/tb3_0,/tb3_1,2.9429,6.20417,-5.96315,-6.67307,1.04073,1.16788,7.30554,1.04073
277,869.610000,/tb3_0,/tb3_1,2.95044,6.20312,-6.56418,-11.1339,0.447149,1.01796,11.3799,0.447149
278,869.640000,/tb3_0,/tb3_1,2.95044,6.20312,-6.01011,-10.364,0.625256,1.06383,10.5212,0.625256
279,870.090000,/tb3_0,/tb3_1,2.95044,6.20312,-10.6656,6.22059,0.230074,1.32867,6.97752,0.230074
280,872.230000,/tb3_0,/tb3_1,2.96066,6.20201,-11.5572,-6.67891,0.17414,1.01796,6.39811,0.17414
281,872.690000,/tb3_0,/tb3_1,2.96066,6.20201,-5.3547,-7.64613,1.07391,1.22581,8.45052,1.07391
282,876.490000,/tb3_0,/tb3_1,2.96701,6.2009,-1.06311,-12.6663,0.855413,1.11702,14.4953,0.855413
283,876.900000,/tb3_0,/tb3_1,2.96701,6.2009,-10.9087,5.9246,0.227391,1.14286,6.63395,0.227391
284,895.310000,/tb3_0,/tb3_1,2.95038,6.20247,-10.2181,-8.01616,0.23326,1.0559,7.83757,0.23326
285,895.330000,/tb3_0,/tb3_1,2.95038,6.20247,-13.5503,-0.570598,0.0892768,1.06599,0.351591,0.0892768
286,895.760000,/tb3_0,/tb3_1,2.95038,6.20247,-6.8109,-6.19507,0.939211,1.20253,6.42854,0.939211
287,897.850000,/tb3_0,/tb3_1,2.95258,6.20237,-12.9753,-1.97183,0.156101,1.133,1.5884,0.156101
288,900.830000,/tb3_0,/tb3_1,2.97137,6.19956,-11.5003,-6.75912,0.162693,1.06599,6.52431,0.162693
289,900.850000,/tb3_0,/tb3_1,2.97137,6.19956,-13.6421,-0.147894,0.0693168,1.08247,0.0896553,0.0693168
290,901.320000,/tb3_0,/tb3_1,2.97137,6.19956,-10.2998,10.3577,-0.0224204,1.09589,10.9821,0.0224204
291,908.190000,/tb3_0,/tb3_1,2.93948,6.2025,-12.6841,-2.51004,0.182039,1.13208,2.08538,0.182039
292,908.670000,/tb3_0,/tb3_1,2.93948,6.2025,-11.0528,5.84922,0.222815,1.16129,6.52124,0.222815
293,912.390000,/tb3_0,/tb3_1,2.96911,6.19898,-6.12012,-6.92418,0.982479,1.25,7.34796,0.982479
294,917.730000,/tb3_0,/tb3_1,2.96877,6.19717,-5.40191,-7.84294,1.05283,1.22581,8.56589,1.05283
295,921.300000,/tb3_0,/tb3_1,-0.630893,6.79299,-11.089,-4.99902,0.187963,1.45631,5.49119,0.187963
296,921.350000,/tb3_0,/tb3_1,0.636263,2.619,-13.1882,-1.13055,0.160314,1.31068,1.13037,0.160314
297,928.640000,/tb3_0,/tb3_1,3.04968,6.19907,-12.8606,-1.45805,0.167134,1.39373,1.03917,0.167134
298,928.660000,/tb3_0,/tb3_1,3.04968,6.19907,-12.2915,2.75487,0.201448,1.48235,3.26511,0.201448
299,928.690000,/tb3_0,/tb3_1,3.04968,6.19907,-12.6287,1.01003,0.204633,1.16719,1.50118,0.204633
300,942.630000,/tb3_0,/tb3_1,4.6695,5.8919,-12.6319,2.33888,0.157712,1.03448,3.02372,0.157712
301,942.660000,/tb3_0,/tb3_1,4.6695,5.8919,-12.7333,-0.0829036,0.191117,1.2987,0.699617,0.191117
302,943.230000,/tb3_0,/tb3_1,4.6695,5.8919,-8.5109,8.0394,0.286899,1.25,9.81618,0.286899
303,947.400000,/tb3_0,/tb3_1,4.20407,6.01964,1.10191,7.88751,-2.58974,1.60891,11.8125,2.58974
304,953.080000,/tb3_0,/tb3_1,-12.7873,4.16931,-16.2851,0.0455725,-0.0527337,1.02362,2.03251,0.0527337
305,953.240000,/tb3_0,/tb3_1,-11.2392,7.38775,-14.1537,-1.83258,0.213588,1.10482,2.03537,0.213588
306,953.270000,/tb3_0,/tb3_1,-11.7954,6.46282,-14.6813,-1.68887,0.133323,1.21673,2.03881,0.133323
307,953.290000,/tb3_0,/tb3_1,-12.9017,3.80056,-16.0032,-1.10093,-0.0814406,1.01942,2.03266,0.0814406
308,953.310000,/tb3_0,/tb3_1,-13.0828,3.12091,-16.3023,-0.914022,-0.133741,1.04396,2.02814,0.133741
309,953.440000,/tb3_0,/tb3_1,-11.9698,6.13365,-14.9289,-1.64851,0.105623,1.03306,2.10049,0.105623
310,969.850000,/tb3_0,/tb3_1,1.74033,4.02248,-10.7595,-5.51379,0.349949,1.02273,5.45145,0.349949
311,990.450000,/tb3_0,/tb3_1,2.10917,5.5377,-11.3849,9.57185,-2.91054,1.31507,1.86045,2.91054
312,994.430000,/tb3_0,/tb3_1,1.96873,4.25338,-13.6414,0.989786,-0.0402441,1.30233,1.04968,0.0402441
313,994.560000,/tb3_0,/tb3_1,1.96873,4.25338,-11.0146,6.18499,-2.99478,1.42857,2.58253,2.99478
314,1002.420000,/tb3_0,/tb3_1,1.92396,4.10679,-11.9791,8.20073,-2.74929,1.56051,0.450272,2.74929
315,1002.480000,/tb3_0,/tb3_1,11.1246,-6.18342,-11.1471,8.16123,-2.92682,1.57518,0.520839,2.92682
316,1006.500000,/tb3_0,/tb3_1,1.9411,4.23103,-10.2262,6.37994,3.11566,1.46919,2.04198,3.11566
317,1006.550000,/tb3_0,/tb3_1,1.9411,4.23103,-10.5463,8.06239,-3.07166,2.34867,0.540363,3.07166
318,1052.120000,/tb3_0,/tb3_1,0.792198,3.89208,-13.3567,1.15146,0.101898,1.01266,1.23603,0.101898
319,1056.840000,/tb3_0,/tb3_1,0.714516,3.15622,-13.3512,-1.73362,0.115111,1.95122,1.69597,0.115111
320,1056.970000,/tb3_0,/tb3_1,0.714516,3.15622,-12.9471,-2.23076,0.14136,1.44186,2.24359,0.14136
321,1057.000000,/tb3_0,/tb3_1,0.714516,3.15622,-12.447,-4.14691,0.178844,1.08108,4.18648,0.178844
322,1062.680000,/tb3_0,/tb3_1,0.701,1.49817,-13.5801,0.0655493,0.116572,2.07493,0.277113,0.116572
323,1062.710000,/tb3_0,/tb3_1,0.701,1.49817,-13.6871,1.11483,0.0649524,1.38298,1.17682,0.0649524
324,1062.790000,/tb3_0,/tb3_1,0.701,1.49817,-13.6533,0.140712,0.124918,1.80064,0.265906,0.124918
325,1072.080000,/tb3_0,/tb3_1,0.447381,-0.0573064,-13.545,1.06882,0.121852,1.35747,1.21364,0.121852
326,1072.120000,/tb3_0,/tb3_1,0.447381,-0.0573064,-13.5565,0.83239,0.0634089,1.01099,0.969643,0.0634089
327,1072.160000,/tb3_0,/tb3_1,0.447381,-0.0573064,-13.3848,-0.717987,0.0787086,1.20823,0.92104,0.0787086
328,1093.200000,/tb3_0,/tb3_1,0.445022,-1.29062,-13.5576,-0.382778,0.0417329,1.58088,0.614589,0.0417329
329,1099.460000,/tb3_0,/tb3_1,5.21878,-1.49634,-13.4114,2.40551,0.135606,1.33208,3.21191,0.135606
330,1100.270000,/tb3_0,/tb3_1,1.6526,-6.8273,-11.1345,7.93367,0.218988,1.03774,9.49045,0.218988
331,1100.320000,/tb3_0,/tb3_1,2.86386,-5.94187,-11.8172,7.0346,0.160942,1.31148,8.17966,0.160942
332,1100.360000,/tb3_0,/tb3_1,-7.57647,3.14032,-11.7716,7.82071,0.193047,1.58763,9.11479,0.193047
333,1100.410000,/tb3_0,/tb3_1,3.71944,-5.05333,-12.1177,6.39581,0.0733014,1.21739,7.048,0.0733014
334,1100.450000,/tb3_0,/tb3_1,2.41006,-7.28929,-11.1473,8.64811,0.0976242,1.05263,9.599,0.0976242
335,1101.020000,/tb3_0,/tb3_1,5.49701,1.75598,-13.2879,-0.767632,0.118983,1.80723,0.481972,0.118983
336,1101.070000,/tb3_0,/tb3_1,2.48085,-7.12014,-10.7934,8.64697,0.0388054,1.21951,9.41566,0.0388054
337,1101.140000,/tb3_0,/tb3_1,5.27307,3.35979,-12.4743,-2.77777,0.214725,1.47793,1.86331,0.214725
338,1106.930000,/tb3_0,/tb3_1,4.66901,3.67173,-13.4173,-1.68868,-0.00177581,1.59539,1.79637,0.00177581
339,1108.260000,/tb3_0,/tb3_1,-8.92967,0.7606,-14.4464,1.2676,-0.137199,1.35647,0.575933,0.137199
340,1108.320000,/tb3_0,/tb3_1,3.79798,8.09433,-12.8938,-5.94379,-0.0442161,1.07362,6.2914,0.0442161
341,1108.380000,/tb3_0,/tb3_1,-8.50798,2.81634,-14.3586,0.216167,0.0974995,1.23077,0.920853,0.0974995
342,1108.430000,/tb3_0,/tb3_1,-8.90226,1.03308,-14.3605,0.903568,-0.106641,1.07362,0.378306,0.106641
343,1113.850000,/tb3_0,/tb3_1,3.30965,8.11257,-10.5537,-6.79028,0.167843,1.25,6.67235,0.167843
344,1114.660000,/tb3_0,/tb3_1,-8.35991,2.82199,-12.4637,-3.19865,0.124597,1.3764,2.84864,0.124597
345,1114.700000,/tb3_0,/tb3_1,4.41487,5.12287,-12.7038,-3.64876,0.0677361,1.16719,3.49046,0.0677361
346,1115.290000,/tb3_0,/tb3_1,3.91584,-4.78621,-14.4774,3.81877,0.545888,1,6.70351,0.545888
347,1115.340000,/tb3_0,/tb3_1,3.7561,6.85636,-9.3343,-6.02624,0.412991,1.21547,5.33993,0.412991
348,1115.400000,/tb3_0,/tb3_1,-8.30916,2.9681,-13.3053,0.100142,0.142128,2.37241,0.927381,0.142128
349,1115.530000,/tb3_0,/tb3_1,0.575833,11.6903,-7.70541,-9.90543,0.129649,1.15108,11.0191,0.129649
350,1121.840000,/tb3_0,/tb3_1,-7.70008,1.25863,-12.2044,-0.905217,-0.0113101,1.42442,2.05709,0.0113101
351,1123.260000,/tb3_0,/tb3_1,-7.76019,-0.809283,-13.4328,1.44171,-0.277245,1.01036,0.772252,0.277245
352,1123.360000,/tb3_0,/tb3_1,5.4915,-1.55538,-13.3543,2.00827,0.159645,1.46707,3.01554,0.159645
353,1126.450000,/tb3_0,/tb3_1,-8.09959,0.258947,-12.1602,-0.661027,-0.188825,1.12676,2.76304,0.188825
354,1126.480000,/tb3_0,/tb3_1,-7.51315,3.03692,-11.9662,-1.22722,0.163349,1.35204,1.68432,0.163349
355,1127.920000,/tb3_0,/tb3_1,-8.04718,0.955627,-13.5837,0.870532,-0.102585,1.27764,0.613674,0.102585
356,1132.490000,/tb3_0,/tb3_1,2.5725,8.59022,-10.7923,-6.78854,0.118968,1.56823,6.89432,0.118968
357,1133.330000,/tb3_0,/tb3_1,3.72612,4.77441,-12.5467,-3.03906,0.0885861,1.23377,2.91128,0.0885861
358,1133.370000,/tb3_0,/tb3_1,4.10244,3.60622,-12.8373,-2.07931,0.135009,1.44385,1.68611,0.135009
359,1134.020000,/tb3_0,/tb3_1,3.83151,5.33022,-10.1332,-4.45948,0.489468,1.25,3.40793,0.489468
360,1134.070000,/tb3_0,/tb3_1,4.23093,1.30759,-13.3329,0.313563,0.102274,2.50533,0.898488,0.102274
361,1134.190000,/tb3_0,/tb3_1,3.2897,6.79711,-9.23727,-5.50503,0.453444,1.18971,4.96797,0.453444
362,1140.550000,/tb3_0,/tb3_1,0.662319,1.11994,-13.6312,0.638687,0.0290728,1.29973,0.738342,0.0290728
363,1140.590000,/tb3_0,/tb3_1,0.662319,1.11994,-13.3801,0.747611,0.0441643,1.65254,0.962532,0.0441643
364,1140.670000,/tb3_0,/tb3_1,0.662319,1.11994,-13.2518,-0.470649,0.115594,1.78439,0.734219,0.115594
365,1145.750000,/tb3_0,/tb3_1,0.764189,2.40179,-13.4836,0.677348,0.0831246,1.36778,0.797124,0.0831246
366,1145.780000,/tb3_0,/tb3_1,0.764189,2.40179,-14.5636,2.14472,-0.108759,1.11538,2.07052,0.108759
367,1149.410000,/tb3_0,/tb3_1,0.971425,3.54754,-13.4781,0.494587,0.0897366,1.40496,0.601607,0.0897366
368,1151.980000,/tb3_0,/tb3_1,1.15079,4.31258,-12.9798,2.76474,0.102255,1.0084,2.91671,0.102255
369,1160.690000,/tb3_0,/tb3_1,1.75841,5.63052,-13.2775,-2.91362,0.0622224,1.37705,2.83925,0.0622224
370,1160.720000,/tb3_0,/tb3_1,1.75841,5.63052,-13.3552,1.70657,0.0677678,1.41379,1.83119,0.0677678
371,1160.750000,/tb3_0,/tb3_1,1.75841,5.63052,-12.5467,-2.80096,0.217803,1.14983,2.56146,0.217803
372,1161.570000,/tb3_0,/tb3_1,1.75841,5.63052,-14.7894,3.64547,-0.259542,1.29693,3.06427,0.259542
373,1167.600000,/tb3_0,/tb3_1,1.75535,5.62848,-13.2646,-3.013,0.0659663,1.25767,2.93178,0.0659663
374,1167.640000,/tb3_0,/tb3_1,1.75535,5.62848,-13.3709,1.42081,0.082144,1.14551,1.55426,0.082144
375,1167.660000,/tb3_0,/tb3_1,1.75535,5.62848,-12.2901,-3.44493,0.253481,1.23077,3.19379,0.253481
376,1168.550000,/tb3_0,/tb3_1,1.75535,5.62848,-13.5773,-2.38205,0.0168603,1.17057,2.37594,0.0168603
377,1172.010000,/tb3_0,/tb3_1,1.80837,5.68814,-14.4157,0.254653,-0.0723848,1.5625,0.109352,0.0723848
378,1172.040000,/tb3_0,/tb3_1,1.80837,5.68814,-13.4334,2.68252,0.0341556,1.22517,2.76599,0.0341556
379,1172.060000,/tb3_0,/tb3_1,1.80837,5.68814,-13.3499,-0.732911,0.118576,1.40684,0.560053,0.118576
380,1172.950000,/tb3_0,/tb3_1,1.80837,5.68814,-14.918,2.12722,-0.175916,1.09155,1.72367,0.175916
381,1174.710000,/tb3_0,/tb3_1,9.63827,6.4792,-1.28716,9.83528,-2.97557,1.32212,7.08109,2.97557
382,1174.740000,/tb3_0,/tb3_1,7.68856,2.78365,-2.63195,5.92563,-2.96751,1.07143,3.53558,2.96751
383,1177.430000,/tb3_0,/tb3_1,1.80719,5.70021,-13.9752,-1.29795,-0.00205376,1.54341,1.30219,0.00205376
384,1177.460000,/tb3_0,/tb3_1,1.80719,5.70021,-13.1239,0.718561,0.136136,1.38554,0.915117,0.136136
385,1177.490000,/tb3_0,/tb3_1,1.80719,5.70021,-13.4089,-0.429989,0.100222,1.42857,0.27802,0.100222
386,1178.360000,/tb3_0,/tb3_1,1.80719,5.70021,-14.1635,0.66649,-0.110399,1.10345,0.626823,0.110399
387,1182.340000,/tb3_0,/tb3_1,1.80566,5.69221,-14.228,-0.42444,-0.0395231,1.48936,0.500252,0.0395231
388,1182.370000,/tb3_0,/tb3_1,1.80566,5.69221,-13.0849,0.602787,0.145672,1.30699,0.807619,0.145672
389,1182.400000,/tb3_0,/tb3_1,1.80566,5.69221,-13.1618,-1.25055,0.149854,1.06464,1.04526,0.149854
390,1189.110000,/tb3_0,/tb3_1,1.80566,5.69846,-13.8256,-1.46288,0.00898601,1.10448,1.45211,0.00898601
391,1189.130000,/tb3_0,/tb3_1,1.80566,5.69846,-12.4979,-1.29642,0.247615,1.35542,1.0289,0.247615
392,1189.160000,/tb3_0,/tb3_1,1.80566,5.69846,-13.5701,0.285443,0.0639804,1.19231,0.394113,0.0639804
393,1190.040000,/tb3_0,/tb3_1,1.80566,5.69846,-12.8766,-4.02121,0.114284,1.25984,3.88005,0.114284
394,1194.960000,/tb3_0,/tb3_1,1.80724,5.69523,-12.9327,-3.37078,0.10405,1.12426,3.24748,0.10405
395,1194.980000,/tb3_0,/tb3_1,1.80724,5.69523,-13.1704,0.919785,0.130392,1.2766,1.10887,0.130392
396,1199.150000,/tb3_0,/tb3_1,1.80722,5.69699,-13.5737,-2.43303,0.054152,1.22388,2.3464,0.054152
397,1199.180000,/tb3_0,/tb3_1,1.80722,5.69699,-13.2577,1.28452,0.107827,1.27389,1.45079,0.107827
398,1199.200000,/tb3_0,/tb3_1,1.80722,5.69699,-13.3858,-0.595855,0.111049,1.1811,0.431597,0.111049
399,1204.390000,/tb3_0,/tb3_1,1.80723,5.69533,-12.7577,-3.72092,0.12002,1.36223,3.58752,0.12002
400,1204.420000,/tb3_0,/tb3_1,1.80723,5.69533,-13.1968,1.19161,0.114233,1.6242,1.3679,0.114233
401,1207.970000,/tb3_0,/tb3_1,-4.38971,5.03136,-10.0839,-3.04851,0.604858,1.07287,1.89635,0.604858
402,1208.690000,/tb3_0,/tb3_1,-5.81641,3.27924,-13.5218,-1.30996,0.264827,2.16169,0.640091,0.264827
403,1208.730000,/tb3_0,/tb3_1,-5.80364,3.3018,-12.4017,-1.20174,0.26871,2.39884,1.15773,0.26871
404,1208.760000,/tb3_0,/tb3_1,-5.90712,3.11289,-12.0698,-0.965652,0.23645,1.95572,1.53316,0.23645
405,1208.830000,/tb3_0,/tb3_1,2286.42,-216.284,-15.0986,-0.162628,0.105831,2.07254,1.45461,0.105831
406,1209.290000,/tb3_0,/tb3_1,-6.35062,2.06246,-15.1633,0.130209,0.0654764,1.6879,1.42814,0.0654764
407,1209.330000,/tb3_0,/tb3_1,-6.08091,2.758,-13.5784,-0.697451,0.177261,2.25931,0.604421,0.177261
408,1209.380000,/tb3_0,/tb3_1,-6.44943,1.72885,-11.1838,-0.328526,0.0133621,1.10512,2.80292,0.0133621
409,1211.830000,/tb3_0,/tb3_1,1.8074,5.69379,-3.98233,-12.7642,0.68827,1.2987,14.2338,0.68827
410,1211.850000,/tb3_0,/tb3_1,1.8074,5.69379,-13.3141,2.21705,0.0597236,1.27869,2.34003,0.0597236
411,1212.670000,/tb3_0,/tb3_1,1.8074,5.69379,-9.46143,-9.0393,0.375298,1.00719,9.07613,0.375298
412,1217.360000,/tb3_0,/tb3_1,1.80753,5.696,-13.7883,-1.51639,0.0142315,1.02167,1.49694,0.0142315
413,1217.390000,/tb3_0,/tb3_1,1.80753,5.696,-12.7225,-0.603624,0.212605,1.25402,0.352201,0.212605
414,1217.420000,/tb3_0,/tb3_1,1.80753,5.696,-13.3338,-0.0453982,0.0833642,1.33858,0.204268,0.0833642
415,1218.270000,/tb3_0,/tb3_1,1.80753,5.696,-12.9702,-4.23462,0.12599,1.05058,4.06371,0.12599
416,1219.580000,/tb3_0,/tb3_1,6.37495,-4.41645,-11.9487,4.72285,0.160288,1.09756,6.38414,0.160288
417,1222.060000,/tb3_0,/tb3_1,1.80779,5.70244,-12.7876,-3.88755,0.127754,1.28378,3.73354,0.127754
418,1222.090000,/tb3_0,/tb3_1,1.80779,5.70244,-12.7237,-0.885668,0.225507,1.44366,0.627406,0.225507
419,1226.500000,/tb3_0,/tb3_1,1.80637,5.69767,-13.3185,-2.91583,0.0660362,1.13879,2.82519,0.0660362
420,1226.530000,/tb3_0,/tb3_1,1.80637,5.69767,-12.9526,-0.0628257,0.165783,1.14983,0.177417,0.165783
421,1226.570000,/tb3_0,/tb3_1,1.80637,5.69767,-13.2914,-1.09491,0.125262,1.33891,0.914041,0.125262
422,1227.410000,/tb3_0,/tb3_1,1.80637,5.69767,-12.6661,-4.56426,0.127727,1.13971,4.42059,0.127727
423,1228.720000,/tb3_0,/tb3_1,5.10449,-5.94459,-11.5044,1.69906,0.825,1.17318,9.02351,0.825
424,1231.410000,/tb3_0,/tb3_1,1.80699,5.69795,-13.352,-2.89966,0.0676475,1.0828,2.80252,0.0676475
425,1231.440000,/tb3_0,/tb3_1,1.80699,5.69795,-13.2383,1.11202,0.10626,1.37705,1.28002,0.10626
426,1236.490000,/tb3_0,/tb3_1,1.80538,5.70032,-12.6848,-4.13285,0.129515,1.05802,3.98749,0.129515
427,1236.520000,/tb3_0,/tb3_1,1.80538,5.70032,-12.7227,-0.727509,0.204796,1.47887,0.486153,0.204796
428,1236.550000,/tb3_0,/tb3_1,1.80538,5.70032,-13.3051,-0.845946,0.114968,1.04603,0.677096,0.114968
429,1241.810000,/tb3_0,/tb3_1,1.80536,5.69709,-12.8831,-3.77927,0.113067,1.2013,3.64147,0.113067
430,1241.840000,/tb3_0,/tb3_1,1.80536,5.69709,-13.221,1.18566,0.104081,1.27869,1.35405,0.104081
431,1245.630000,/tb3_0,/tb3_1,11.2592,2.97131,-13.3893,-1.79565,0.130241,1.50442,0.381205,0.130241
432,1245.680000,/tb3_0,/tb3_1,9.61059,8.7768,-13.3015,-4.81135,-0.13307,1.57895,6.41536,0.13307
433,1246.000000,/tb3_0,/tb3_1,8.61845,2.28577,-8.99775,-3.60953,0.513137,1.05603,2.78939,0.513137
434,1246.540000,/tb3_0,/tb3_1,10.9224,3.02582,-13.2343,-1.33794,0.0858014,1.77606,0.622892,0.0858014
435,1246.890000,/tb3_0,/tb3_1,10.8713,3.16612,-12.8844,-2.14905,0.150646,1.73913,0.757487,0.150646
436,1246.940000,/tb3_0,/tb3_1,10.8917,2.69176,-12.7841,-2.11924,0.193113,1.77273,0.503142,0.193113
