211.220000,1,1.96891,0.442245,-3.08179,2.11239,-4.1597,1.98779
292.630000,2,2.52463,-1.1128,-1.63099,-0.0102018,-3.3157,2.01345
292.670000,3,2.50799,-1.1128,-1.63099,0.648027,-3.90252,2.87409
297.520000,4,2.57188,-1.89385,-0.959368,0.181922,-2.43171,2.54492
297.580000,5,1.97872,-1.89385,-0.959368,0.122533,-2.20886,2.37214
307.430000,6,1.80593,-2.13703,0.98244,-0.615288,-2.31199,3.62891
439.110000,8,1.9,-1.64827,3.78094,-1.49117,1.49701,2.28933
439.220000,10,1.97425,-1.64827,3.78094,-0.478625,2.1144,2.03604
458.290000,11,1.85039,-4.52048,4.16666,-3.62674,0.625274,3.65242
599.380000,13,2.08015,-0.991869,-1.81654,0.648027,-3.90252,2.65341
798.880000,14,2.17918,3.51918,-0.41964,6.61596,-1.43724,3.25969
936.060000,15,2.53898,3.19504,-0.151977,3.70871,-1.33735,1.29189
1823.490000,16,2.35981,2.97425,-0.0877448,3.76601,-1.44034,1.56729
1895.670000,17,2.5,2.87186,-2.46707,4.05875,-3.71135,1.71958
1958.700000,18,1.97674,-0.0626209,-3.0328,0.629022,-3.8114,1.04144
1959.100000,19,1.8806,-0.0626209,-3.0328,0.0850882,-3.34223,0.342876
2329.680000,21,1.99482,3.63385,-2.46306,9.15475,-3.95799,5.71971
